"Host.ID","Host.Name","Host.Since","Host.Location","Host.About","Host.Response.Time","Host.Response.Rate","Host.Listings.Count","Host.Verifications","Host Has Profile Pic","Host Identity Verified","Host Is Superhost"
32420211,"Jose",2015-05-02,"Boadilla del Monte, Comunidad de Madrid, Spain","","within an hour",100,1,"email,phone,linkedin,reviews,jumio,government_id,work_email",TRUE,TRUE,FALSE
66241194,"Mario",2016-04-07,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,facebook",TRUE,FALSE,FALSE
1610343,"Miguel",2012-01-15,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
28038703,"Luxury Rentals Madrid",2015-02-20,"Madrid, Community of Madrid, Spain","","within an hour",100,40,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
2436379,"Concha",2012-05-22,"Madrid, Madrid, Spain","Hola, mi nombre es Concha, soy decoradora, me encanta mi trabajo!!!
me gusta diseñar y crear ambientes cómodos y bellos, que transmitan serenidad, para que la gente los disfrute. 
Soy muy perfeccionista, y cuido al máximo los detalles.
Mi máxima en la vida es, menos es más, por lo que busco en la sencillez, la belleza.
Me encanta viajar... 
Soy muy amiga de mis amigos, me gusta conocer y rodearme de buena gente.","within an hour",100,4,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
24783363,"Mar",2014-12-13,"Sydney, New South Wales, Australia","Hi, my name is Mar (""Sea"" in Spanish) and I'm a European who arrived in Australia 12 years ago. I love living in Sydney and going to the beach any day of the week after work.... but I still miss Europe too!","within a few hours",100,1,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
13611729,"Cristina",2014-03-27,"Santiago, Santiago Metropolitan Region, Chile","",NA,NA,1,"email,phone,reviews",TRUE,FALSE,FALSE
14017201,"Amalia",2014-04-07,"Martínez, Buenos Aires Province, Argentina","Tengo 70 años, soy jubilada. Y estoy en esa hermosa parte de la vida donde hay tiempo extra para los placeres, como permitirme viajar aún más de lo que hice en etapas anteriores.
Mis tres hijos me han dado seis encantadores nietos.
Soy maestra de escuela primaria y he dedicado algunos años a la administración de nuestra empresa familiar.
Desde siempre me apasionó la lectura, amo el cine y actualmente estoy gozando con la pintura, (donde no soy tan mala!).","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,TRUE
4084426,"Agus",2012-11-07,"Madrid, Madrid, Spain","Hola , soy de barcelona y dedico a alquilar apartamentos turisticos , quiero que tu estancia sea como estar en casa no lo dudes tu satisfacion es la mia. Cualquier duda o sugerencia escribeme estare encantado de saber de ti. Te estaremos esperando con los brazos abiertos y queremos que tu estancia sea como estar en casa ..! . 
Ser feliz es compartir ......!","within an hour",94,10,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
71304449,"Soraya",2016-05-10,"ES","Hi I'm Soraya!

I travel a lot - for work and - the best part - also for pleasure. I love meeting new people, tasting new food, experiencing new cultures. I have lived in different countries and continents so traveling is very much part of my DNA as well as my life experience. I have used Airbnb in the past and I am now happy to host fellow travelers.

I live in Marid but I spend most of my time traveling so I have decided to share my beautiful apartment with you.

But don't worry, you will be well taken care of when I am not in town thanks to my friends at Minty Host, who are there to help my guests with anything they need. On my side, I will be more than happy to share with you the Madrid I love - its main landmarks but also its fantastic restaurants, bright squares, and bustling bars.

Enjoy your stay!

***
Hola soy Soraya!

Soy una persona curiosa y es lo que me ha llevado a vivir en distintos países, conocer culturas y viajar mucho.

Vivo en en Madrid pero estoy prácticamente todo el tiempo fuera por viajes, así que he decidido compartir este increíble apartamento con todos. Pero no os preocupéis, estaréis muy bien atendidos ya que mis amigos de Minty Host me ayudan a cuidar a mis huéspedes cuando no estoy en la ciudad.

Me encanta viajar y todo tipo de viajes, de ocio y descanso, de turismo, de aventura, a grandes ciudades, pequeños pueblos o lugares salvajes, con familia, amigos o incluso solo. Disfruto mucho conociendo gente y aprendiendo de sus culturas.

He utilizado Airbnb para viajar en numerosas ocasiones y ahora me he decidido a ser anfitrión. Me gusta ofrecer un buen servicio, que la gente quede encantada de la experiencia y que disfruten en la vivienda, del barrio y de la ciudad en la que he vivido gran parte de mi vida y de la que estaré encantado de compartir sus mejores secretos.

Os invito a disfrutar de la estancia!","within an hour",100,2,"email,phone,reviews",TRUE,FALSE,FALSE
3149315,"Pamela",2012-08-03,"Madrid, Community of Madrid, Spain","madrid","within an hour",100,1,"email,phone,manual_online,reviews,manual_offline",TRUE,TRUE,FALSE
102567181,"Bea Y Diana",2016-11-05,"Madrid, Community of Madrid, Spain","Somos dos amigas que nos encanta hospedar a gente en las maravillosas casas que tenemos.

Vivimos para conocer mundo, y sobretodo, para conocer a todas las personas que vienen a casa. Queremos ofreceros lo mejor de nuestra cultura, cocina, música, arte y amigos.

España es un país maravilloso y queremos compartirlo con vosotros.","within an hour",88,4,"email,phone,google,jumio,government_id",TRUE,TRUE,FALSE
11417788,"Monica",2014-01-18,"Madrid, Community of Madrid, Spain","Madrileña de nacimiento y ciudadana del mundo por convicción. Me encanta viajar y conocer culturas y gentes. Es un placer poder ser anfitrión de otros y ayudarles a llevarse un recuerdo inolvidable de su paso por Madrid. Que este sea uno de sus viajes imborrables. Y que vuelvan pronto :-)","within a few hours",100,1,"phone,reviews",TRUE,FALSE,FALSE
17211563,"Jose",2014-06-24,"Madrid, Community of Madrid, Spain","Amante de los viajes y las nuevas experiencias. Gusto por el diseño.",NA,NA,1,"email,phone,reviews",TRUE,FALSE,FALSE
55514070,"Karelia Y Luis",2016-01-21,"Madrid, Community of Madrid, Spain","Nos encanta viajar y conocer lugares y culturas diferentes! Hace algunos años empezamos a dar vueltas por el mundo y nos encantó esta forma de hospedaje, ahora que decidimos asentarnos en Madrid queremos ofrecer la misma oportunidad a otras persona de hospedarse en un lugar en donde puedan sentirse como en casa, con trato personalizado y cercano.","within an hour",100,6,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
33117108,"Laura",2015-05-11,"Madrid, Community of Madrid, Spain","Journalism and advertisment. 
Music, travel and love 3","within a day",95,9,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
124507931,"Alessandro",2017-04-06,"Switzerland","",NA,NA,1,"phone",TRUE,FALSE,FALSE
4087174,"Places To Live",2012-11-07,"Madrid, Madrid, Spain","Dear guests

Working with airbnb hosting guests is our passion, if you choose one our my places we guarantee you the best experience ever
We can help you managing your hollidays or business trip, providing you the best restaurants and places to visit at our great city.

We have 6 apartments around the city, all recently renovated, with high end furniture and located at the best areas of the city. If you don´t find the dates you are looking for available, please send us a message because sometimes we can make changes between the apartments. If there is something we could do to improve your stay, we would do it without any doubt!

We are really excited about all the positives reviews we are having during the past 3 years, all your comments and support makes us keep on working to bring you the best of the experiences.

Looking forward to host you

The "" Places for living "" Team!","within an hour",94,4,"email,phone,facebook,reviews,jumio,work_email",TRUE,TRUE,FALSE
107463526,"Italo",2016-12-16,"ES","","within an hour",100,1,"phone,reviews",FALSE,FALSE,FALSE
34217435,"Luis Alberto",2015-05-25,"Madrid, Community of Madrid, Spain","","within an hour",99,13,"email,phone,reviews,jumio",TRUE,TRUE,TRUE
40877988,"Vanesa",2015-08-08,"Madrid, Community of Madrid, Spain","Llevo 7 viviendo en Madrid y me encanta pasear por cada barrio.
Me considero una persona muy atenta y responsable.

Me encanta conocer gente nueva, y no hay formula mejor que siendo un anfitrión de Airbnb","within an hour",100,10,"email,phone,reviews,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
22513755,"Jackelin",2014-10-14,"Madrid, Community of Madrid, Spain","","within a few hours",100,7,"email,phone,reviews,manual_offline",TRUE,TRUE,FALSE
1899974,"Helen & Martín",2012-03-11,"Madrid, Community of Madrid, Spain","Hi there! We're a British-American couple who met when we moved to Madrid (Helen from Birmingham, Martín from New Mexico) and 8 years later we're still here! We love travelling, we love skiing and we love Spain. We'd be delighted to host you and are happy to help out with any advice or recommendations during your time here. Madrid is an amazing city and we hope you love it as much as we do!

Hola! Somos una pareja Británica-Estadounidense, nos conocimos cuando nos mudamos a Madrid (Helen desde Birmingham, Martín desde Nuevo México) y, 8 años después seguimos viviendo aquí! Nos encanta viajar, nos encanta esquiar y nos encanta España. Tenemos muchas ganas de que os alojéis en nuestro piso, y estamos encantados de poder ayudaros con consejos y recomendaciones durante vuestra estancia aquí. Madrid es una ciudad increíble y esperamos que os enamoréis de ella tanto como nosotros!","within a few hours",100,1,"email,phone,google,linkedin,reviews,jumio",TRUE,TRUE,TRUE
11479457,"Rosa",2014-01-20,"Madrid, Community of Madrid, Spain","Me encanta viajar, conocer lugares y costumbres. Enamorada de mi familia y amiga de mis amigos.","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,TRUE
2499030,"Monica",2012-05-30,"Santa Coloma de Gramenet, Catalunya, Spain","","within an hour",100,2,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
24351256,"Goyo",2014-12-01,"Madrid, Community of Madrid, Spain","","a few days or more",0,1,"email,phone,reviews",TRUE,FALSE,FALSE
22228732,"Maria Mercedes",2014-10-07,"Madrid, Community of Madrid, Spain","Soy tu anfitriona y espero poder ayudarte en lo que necesites","within an hour",100,2,"email,phone,google,linkedin,reviews",TRUE,FALSE,FALSE
7746124,"Alvar",2013-07-26,"Madrid, Community of Madrid, Spain","X","within an hour",100,1,"email,phone,facebook,reviews,jumio",TRUE,TRUE,TRUE
1650712,"Ximena",2012-01-25,"Madrid, Madrid, Spain","I love to travel, discover new places and cultures and feel like home, even when I'm away. That's the reason why I love that people staying in my apartments feels like home too, because it is, even if it is just for a few days. ¡Welcome Home!

Me encanta viajar, descubrir nuevos lugares y sentirme como en casa cuando no estoy en ella. Por eso, me encanta que la gente que se aloja en mis apartamentos, también se sienta como en su propia casa, porque lo es, aunque sea solo por unos días. ¡Bienvenidos!","within an hour",100,40,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
33128216,"Marta&Michael",2015-05-11,"Madrid, Community of Madrid, Spain","Nos gusta leer, viajar, conocer gente y culturas de otros paises. All are welcome in our houses.","within an hour",100,4,"email,phone,reviews",TRUE,FALSE,FALSE
1422050,"Laura",2011-11-19,"Madrid, Madrid, Spain","Im 35 years old. I have been sharing my apartment for the last 10 years with all kind of different people, so i consider myself a good host. Now i do it in different apartments, but i try to help each guests to make the best of their experience.
I like watching movies the most in the world!. Its my hobby and also part of my job, because I do costumes for movies. I have a room at my place where i have my workshop, in where i make sewing projects, jewelry or restoring old furniture. For fun and to make a living. 
I also like to spend a lot of time with my dog, she always comes everywhere with me, everywhere i go. She is well educated, obedient and loving.
I like traveling, and visiting friends all over the world.","within a few hours",100,9,"email,phone,facebook,reviews,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
29331987,"Pedro",2015-03-14,"Madrid, Community of Madrid, Spain","I am a retiree from Andalucia who lives in Madrid with my partner.  I travel often and rent a room in my apartment located in the popular Madrid neighborhood known as Chueca.

Soy jubilado andaluz que vive en Madrid con mi pareja. Viajo a menudo y también alquilo cuarto en mi piso del barrio madrileño de Chueca.","within a few hours",100,1,"email,phone,facebook,reviews",TRUE,FALSE,TRUE
7530814,"Jose",2013-07-16,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
62023417,"Harry",2016-03-07,"Madrid, Community of Madrid, Spain","","within an hour",100,3,"email,phone,facebook,reviews,jumio,government_id",TRUE,TRUE,FALSE
81637967,"Diego",2016-07-04,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,linkedin,reviews,jumio,government_id",TRUE,TRUE,TRUE
17927549,"Julio",2014-07-10,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
5542111,"Melvin",2013-03-20,"Madrid, Community of Madrid, Spain","HOLA, MI NOMBRE ES MELVIN,  DESDE HACE 16 AÑOS TRABAJO COMO EMPRESARIO EN ESTA BONITA CIUDAD DE LA CUAL ME DECLARO ENAMORADO Y POR ESTO QUISIERA DAR A CONOCER LA CULTURA DE ESTE PAIS Y DE EUROPA DANDOLE LA OPORTUNIDAD A OTRAS PERSONAS DE ALOJARSE EN ALGUNO DE LOS APARTAMENTOS QUE GESTIONO, PORQUE TAMBIEN ME ENCANTA VIAJAR Y CONOCER DIFERENTES TIPOS DE CULTURA. UNO DE MIS OBJETIVOS ES CONOCER LA MAYOR CANTIDAD DE PAISES QUE PUEDA PERO LA COMIDA QUE MAS ME GUSTA ES LA ESPAÑOLA, PERO DICEN QUE EN LA VARIEDAD ESTÁ EL GUSTO, POR TANTO ME ENCANTA DEGUSTAR TODO TIPO DE COMIDA.

SOY MUY SEGUIDOR DE TODO LO QUE TENGA QUE VER CON EL DEPORTE, TAMBIEN DISFRUTO VIENDO PELICULAS SOBRE TODO LAS COMEDIAS, PUES ME ENCANTA REIR. 

NO ME GUSTA PREOCUPARME TANTO POR EL FUTURO, SOLO INTENTO VIVIR LA VIDA PASARLO BIEN Y SER FELIZ CADA DIA. 
SOLO LES DESEO BUENA SUERTE Y QUE DISFRUTEN DE UN LINDO VIAJE A MADRID Y AL RESTO DEL MUNDO.","within an hour",100,46,"email,phone,reviews,manual_offline",TRUE,TRUE,FALSE
90571195,"Gabriel",2016-08-18,"ES","","within an hour",100,3,"email,phone,reviews",TRUE,FALSE,FALSE
2931421,"Daniel",2012-07-14,"Madrid, Community of Madrid, Spain","","within an hour",100,4,"email,phone,reviews",TRUE,FALSE,TRUE
14724612,"Fiona",2014-04-25,"Madrid, Community of Madrid, Spain","Soy profesora de ingles. Hablo ingles, frances y castellano. Me gusta viajar y encontrar gente nueva. Me encanta Madrid y llevo una temporada viviendo aqui.","within an hour",100,1,"email,phone,facebook",TRUE,FALSE,FALSE
6282893,"Patricia",2013-05-08,"Madrid, Community of Madrid, Spain","Apartamentos en pleno corazón de Madrid. Tranquilos, luminosos y preparados para estancias tanto cortas como largas. Las cocinas están totalmente equipadas y, además de wifi gratuito, el apartamento incluye secador de pelo, plancha, tendedero, televisión, aire acondicionado, calefacción. Por otro lado, siempre incluimos toallas y sábanas limpias. 
Estamos a su disposición para ayudarles o resolver cualquier duda que puedan tener.","within an hour",100,15,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
5918751,"Miguel Ángel",2013-04-14,"Madrid, Community of Madrid, Spain","Hola a todos, espero que vuestra estancia en Madrid sea inolvidable y podáis disfrutar de todo lo que una ciudad tan maravillosa nos ofrece. No dudes en preguntarme cualquier cuestión que te surja.

******************

Hello everyone, I hope you have an unforgettable stay in  Madrid and enjoy everything that this wonderful city offers.","within an hour",100,3,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
3447304,"Charles",2012-09-02,"Madrid, Madrid, Spain","españa","within an hour",100,5,"email,phone,facebook,reviews,jumio,work_email",TRUE,TRUE,FALSE
41731653,"Jose Maria",2015-08-17,"El Molar, Comunidad de Madrid, Spain","I am a airbnb heavyuser who wants to give a ""local experience"" in the very heart of Madrid!!!","within an hour",100,3,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
37611348,"Olber Inversiones SL",2015-07-05,"ES","","within an hour",100,4,"email,phone,reviews",TRUE,FALSE,FALSE
19566980,"Pedro",2014-08-06,"ES","","within a day",80,2,"email,phone,reviews",TRUE,FALSE,FALSE
32989497,"Miguel",2015-05-09,"Madrid, Community of Madrid, Spain","Soy amable y dispuesto a ayudar. Me encantan los objetos con encanto, especialmente el que les da el tiempo. Libros, cuadros, utensilios, detalles.","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
10940437,"Alfonso",2014-01-01,"Madrid, Community of Madrid, Spain","Traveler, entrepheneur and Madrid lover. 

A perfect host for people who want to discover this awesome city. 

Welcome","within an hour",100,12,"email,phone,reviews,jumio,work_email",TRUE,TRUE,FALSE
7901550,"Jacek",2013-08-02,"Madrid, Community of Madrid, Spain","Hola! Soy Jacek. soy de Polonia pero ya llevo una temporada en España. 
Me gusta la esclada pero mas el senderismo. geocaching y autostop. 
StarTrek y StarWars, LOTR Y GoT.  
Ya no me gusta fumar.

Hi! I'm Jacek from Poland. Living here in Spain since a while now. I like climbing but i like more hiking and trekking. geocaching + hichhiking.
SratTrek and StarWars, LOTR and GoT. 
I don't like smoking anymore.",NA,NA,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
27526991,"Leticia&Fer",2015-02-10,"Madrid, Community of Madrid, Spain","Somos Leticia y Fernando una pareja joven de Madrid que nos encanta el turismo y la gente. Somos una pareja viajera que nos disfrutamos muchísimo visitando cualquier rincón interesante del mundo y por supuesto... que nos visiten. 

Aquí en Madrid tenemos varios pisos en que hospedamos a amigos y conocidos de todo el mundo... y a todo aquel que quiera pasar algunos días en alguna de nuestras maravillosas casas, algunas realmente encantadoras. 

Nuestro único interés es que nuestros invitados se sientan como en casa y disfruten de su estancia en Madrid de la mejor forma posible.

Muchos amigos nos ayudan a conseguir este objetivo y comparten el sueño de ser anfitriones de nuestras casas.

Conocemos muy bien Madrid, porque es la ciudad donde nacimos y crecimos y si queréis saber cuales son las mejores experiencias de la ciudad nos encantará compartirla con vosotros.

Y de tanto viajar hablamos inglés y español para que podáis contarnos todas vuestras cosas.

¡Bienvenidos a Madrid!



We are Leticia and Nando a young couple from Madrid that love tourism and people. We are a traveling couple who love very much visiting any interesting corner of the world and of course ... that anyone visit us.

Here in Madrid we have several flats where our  friends share with us and of course people from all over the world ... anyone who wants to spend some days in one of our beautiful homes, could find some really lovely.

Our only interest is that our guests feel like home and enjoy their stay in Madrid in the best way possible.

Many friends help us achieve this goal and share the dream of hosting our homes.

We know Madrid very well, because it is the city where we were born and grew up and if you want to know what the best experiences of the city we will love to share them  with you.

We both speak English and Spanish so you can tell us  all what you need

Welcome to Madrid!","within an hour",100,57,"email,phone,reviews,jumio,government_id",TRUE,TRUE,FALSE
8022143,"Gabriela",2013-08-08,"Deutschland","","within a day",100,1,"email,phone,facebook,reviews,jumio,government_id",TRUE,TRUE,FALSE
15233548,"Luke & Family",2014-05-07,"Madrid, Community of Madrid, Spain","Hey there, 
We're Luke & Family, a cross-continental multi-lingual mix of Brit and Uruguayan (+ cheeky bilingual 3-year old). I'm Luke - the straight-faced Brit part. But I decided to hang up my UK origins, uproot and travel the world as a biz journalist nearly 20 years ago. 11 months of the year Travelling in 5-star hotels may sound nice, but 11 months of the year of it..and you miss home the freedom that your own place brings - those home comforts. This is why Airbnb is such an awesome concept. 
Thanks for checking out our place and hope to talk to you soon!","within a few hours",100,1,"email,phone,reviews,jumio,work_email",TRUE,TRUE,TRUE
12481365,"Olga Y Oleg",2014-02-22,"Madrid, Community of Madrid, Spain","We are friends and coworkers. We love to welcome our guests and help them have a pleasant stay in Madrid. Fluently speaking English, Russian and Spanish.","within an hour",100,9,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
2864064,"Oscar_Vanessa_Paula",2012-07-08,"Madrid, Madrid, Spain","Hi!!

We welcome you to Spain and we wish you a good stay in Madrid!

Oscar works as a photographer and Vanessa is an actress and theatre producer. However, until some years ago Oscar was an engineer and Vanessa was a M&A lawyer. And then one day we decided to turn our lifes up side down and follow our real passions.

We are best friends and on May 2012 we decided to move forward and enroll in a small business together. Vanessa had been hosting with Airbnb for 2 years by then (renting the spare room at her place in Madrid/Milan and her apartment in Barcelona) and her experience (upgraded to Superhost in early 2011) was so positive that we decided we could also help other owners that don't live in town or don't have the time to rent their properties to travelers as you. And this is what we are doing now together. 

More about us, we love to travel: Vanessa has travelled 4 out of the 5 continents with a backpack that has been with her for 18 years now and now has enrolled in her new adventure: becoming a mum in spring 2017. Conversely, Oscar travels by bike and closer to Madrid, so as often as he can he takes his bike for a short trip in the mountains (he's really fit!). He has also spent several summers working in France. As the business grew, we took more people on board. Firstly Paula, a Venezuelan that has been living in Madrid for 10 years now, also keen on travels and on exploring new places. Paula is full of energy and we love her smiley caracter. And last but not least, Nuria, whom you'll see on weekends and public holidays (and more often when the baby will be born and Vanessa will disappear for a while).

We are also keen in meeting new people and learning new things from them, but more importantly, we want you to feel at home at any of our apartments and that you feel that there's someone in town who cares for you:-) 

We enjoy little life pleasures like riding our bicycles or growing our small organic vegetables gardens. We like eco-friendly environments since we care a lot about our planet. 


We will help you to find you like home in this beautiful city and we look forward to having the opportunity to meet you soon!!

Vanessa_Oscar_Paula (& Nuria)","within an hour",100,24,"email,phone,reviews,sent_id",TRUE,TRUE,FALSE
19821944,"Luz Y Nicolás",2014-08-11,"Madrid, Community of Madrid, Spain","","within an hour",100,1,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
24983572,"María",2014-12-18,"Madrid, Community of Madrid, Spain","Viajando siempre que la cartera lo permite. Junto con mi pareja hemos vivido en países tan dispares como Polonia o Brasil, recorrido EEUU de costa a costa, y dormido en trenes por Europa.

Cualquier persona respetuosa con nuestra convivencia en comunidad es bienvenido a nuestra humilde morada","within a few hours",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
15872130,"Laura",2014-05-22,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
103024185,"Carmen Gabriela",2016-11-08,"ES","","within a few hours",95,3,"email,phone,reviews",TRUE,FALSE,TRUE
25092301,"Héctor",2014-12-22,"Las Palmas de Gran Canaria, Canary Islands, Spain","Soy un chico joven y aventurero que sabe lo que es ser huésped en Airbnb.
 
La mayoría del tiempo estoy fuera de casa, normalmente trabajando así que la independencia que ofrezco es total. Me encanta VIAJAR, la buena MÚSICA y las reuniones de AMIGOS. 

I also speak English, don´t panic, you won´t have any problems about it.","within an hour",100,1,"email,phone,facebook,reviews",TRUE,FALSE,FALSE
60047857,"Apartamentos Temporales",2016-02-23,"Pozuelo de Alarcón, Comunidad de Madrid, Spain","","within a day",100,32,"email,phone,reviews",TRUE,FALSE,FALSE
49012470,"Raquel",2015-11-14,"Madrid, Community of Madrid, Spain","Soy Raquel y me encanta viajar, por eso tengo claro lo que busco cuando viajo. Un sitio bien comunicado, que me permita descansar con todas las comodidades  y por supuesto bien limpio. Esto es todo lo que ofrezco a mis huéspedes, nada más y nada menos.","within an hour",100,2,"email,phone,facebook,reviews,jumio,offline_government_id,government_id",TRUE,TRUE,FALSE
49102155,"Albert",2015-11-15,"Madrid, Community of Madrid, Spain","","within a few hours",100,1,"email,phone,reviews",TRUE,FALSE,FALSE
14845724,"Naty",2014-04-28,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,google,reviews,jumio,government_id",TRUE,TRUE,FALSE
85500858,"Karen Liliana",2016-07-23,"Madrid, Community of Madrid, Spain","Sociable, divertida, y muy cercana. Tengo dos niños de 4 y 7 años. Son mi vida.","within an hour",100,2,"email,phone,reviews",TRUE,FALSE,FALSE
6053704,"Saturna",2013-04-23,"Madrid, Community of Madrid, Spain","¿Quien soy? Lo que opina mi familia, mis amigos de toda la vida, los de ahora, mis compañeros de trabajo, mis vecinos...lo mejor es que me conozcas y que saques tus propias conclusiones, no te defraudaré!!!",NA,NA,2,"email,phone,reviews,jumio,government_id",TRUE,TRUE,FALSE
63682307,"Javier",2016-03-20,"ES","",NA,NA,1,"email,phone",TRUE,FALSE,FALSE
93718693,"Jihed",2016-09-05,"Madrid, Community of Madrid, Spain","",NA,NA,1,"email,phone,google,reviews,jumio,government_id",TRUE,TRUE,FALSE
3494012,"Farah Maria",2012-09-06,"Madrid, Community of Madrid, Spain","Ordenada, limpia y meticulosa","within a few hours",96,4,"email,phone,reviews",TRUE,FALSE,FALSE
51636039,"CriteriaHomeMadrid",2015-12-18,"Madrid, Community of Madrid, Spain","Somos un grupo de autónomos con auténtica vocación por s cosas bien hechas y llevamos 10 años dedicados a la gestión patrimonial íntegra de edificios y complejos hoteleros. Nuestro objetivo es que sienta la confianza necesaria para que nuestros lofts puedan convertirse en su propia casa. Actualmente vemos en el alquiler temporal una ventana abierta a dar un servicio excelente con unos precios razonables, buscando la mejora continua a través del contacto directo con nuestros clientes. Hable con nosotros y le explicaremos en detalle como trabajamos, les aseguro que superaremos sus expectativas y con convertiremos en su punto de referencia en alquileres temporales.","within a few hours",92,9,"email,phone,google,reviews,jumio",TRUE,TRUE,FALSE
3719521,"Diego",2012-09-30,"Madrid, Madrid, Spain","Hi I´m Diego and I have a few apartments and studios in my street of Madrid Centre. Is in Chamberí neighbourhood. I rented them for students, professional but mostly young people. I have lived in all the houses I listed  and I live very close so I could help you with everything. 

I love music (metal, dubstep, punk, merengue, spanish traditional music..), I love history and geography(I expend a lot of my time reading history in wikipedia and youtube documentaries), I like economics and enterpreneurial  issues. And I´m activist promoting healthy and socialy sustainable lifestyles.","within a few hours",97,15,"email,phone,facebook,reviews,jumio",TRUE,TRUE,FALSE
37222676,"Teresa",2015-07-01,"Madrid, Community of Madrid, Spain","Me encanta viajar y conocer lugares y culturas diferentes. Hay lugares espectaculares en cualquier lugar del planeta, incluso cerca de donde vivimos.
Me gusta mucho el cine, y me declaro fan incondicional de Woody Allen. También me encanta la literatura, uno de mis escritores favoritos es Javier Marías. 
En cuanto a gustos culinarios, no puedo vivir sin gazpacho. Love it!",NA,NA,1,"email,phone,facebook,reviews,jumio,government_id",TRUE,TRUE,FALSE
1408525,"Mad4Rent",2011-11-15,"Madrid, Madrid, Spain","Alquilar apartamentos en Madrid nunca fue tan sencillo. 

Somos una empresa que se dedica desde hace más de 6 años al alquiler de viviendas para turistas y empresas, ofreciendo un servicio integral para hacer su estancia lo más cómoda y agradable posible. 

Todas nuestras viviendas están amuebladas con los electrodomésticos y utensilios necesarios para estar como en casa, además como podrás observar en nuestras fotos los apartamentos han sido reformados recientemente y equipados con cariño y esmero. También ofrecemos otros servicios como lavandería, planchado o limpiezas adicionales y nuestro equipo está siempre disponible para ayudar en todo lo que necesites.

Si quieres disfrutar de una estancia agradable en Madrid avísanos, nuestras puertas siempre estarán abiertas para ti.","within an hour",94,51,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
5081592,"C",2013-02-14,"IT","","within a day",50,46,"email,reviews",FALSE,FALSE,FALSE
49772159,"Patricia",2015-11-24,"Madrid, Community of Madrid, Spain","Soy Patricia, vivo en Madrid desde hace casi 15 años y, aunque no es mi ciudad de origen, es el lugar en el que me siento en casa y estoy encantada de compartir mis rincones favoritos con las personas que la visitan.

Me encanta el deporte (en especial la montaña), la música,  salir por ahí de cañas y cocinar y comer bien, de hecho probar la cocina de los sitios a los que viajo es casi casi mi parte favorita!","within an hour",96,14,"email,phone,google,reviews,jumio,government_id",TRUE,TRUE,FALSE
23024157,"Longling",2014-10-27,"Madrid, Community of Madrid, Spain","我来自中国广西壮族自治区桂林,现在于西班牙首都马德里的康普顿斯大学做一个西班牙艺术史的博士项目。我性格外向,喜爱旅行和交朋友。/
I am a Chinese girl and doing a Ph. D program on Spanish Art History in the University Complutense of Madrid. I love to travel and share with people /
Soy una chica china y estoy haciendo un doctorado sobre Historia del Arte Español en la Universidad Complutense de Madrid. Soy muy simpática y me gusta mucho viajar y compartir con la gente.","within an hour",100,2,"email,phone,reviews,jumio",TRUE,TRUE,FALSE
